"first_name","last_name","hire_date"
"Maris","Luan","6/4/1989"
"Khun","Weisert","9/13/1989"
"Perry","Peek","9/4/1989"
"Jianwen","Perl","1/25/1989"
"Bernt","Murtha","8/14/1989"
"Jacqueline","Bisiani","6/27/1989"
"Bouchung","Middleton","3/20/1989"
"Vatsa","Denny","6/6/1989"
"Yagil","Sherertz","10/30/1989"
"Ennio","Chenney","11/16/1989"
"Sergi","Brlek","2/18/1989"
"Lillian","Tsunoo","3/27/1989"
"Margo","Stemann","8/24/1989"
"Hinrich","Boreale","1/5/1989"
"Rosalie","Einsfeld","11/6/1989"
"Tzvetan","Walston","1/4/1989"
"Lansing","Conti","6/18/1989"
"Kwan","Schneeberger","10/5/1989"
"Xiong","Bahk","11/2/1989"
"Shuji","Strehl","1/15/1989"
"Mohua","Aumann","12/21/1989"
"Yannis","Plotkin","12/30/1989"
"Nimmagadda","Hofting","6/11/1989"
"Gererd","Gecsei","1/4/1989"
"Goncalo","Akiyama","1/15/1989"
"Abdelwaheb","Khasidashvili","7/7/1989"
"Shiv","Thisen","4/26/1989"
"Ashish","Suwa","3/6/1989"
"Aamer","Hoogerwoord","2/4/1989"
"Amalendu","Byoun","4/13/1989"
"Fei","Katzenelson","1/29/1989"
"Gao","Kropatsch","8/10/1989"
"Shaowen","Matteis","10/25/1989"
"Bouchung","Khalil","7/25/1989"
"Kazuhide","Nanard","8/5/1989"
"Shuichi","Farrel","6/21/1989"
"Mahmut","Gonthier","1/14/1989"
"Ugo","Fabrizio","6/30/1989"
"Parviz","Melski","12/19/1989"
"Krister","Rohrbach","12/3/1989"
"Subir","VanScheik","8/25/1989"
"Giap","Peha","2/12/1989"
"Shakhar","Ravishankar","9/20/1989"
"Fuqing","Kohling","5/28/1989"
"Boaz","Onuegbe","7/18/1989"
"Miomir","Braunmuhl","1/2/1989"
"Yoshinari","Baumann","1/8/1989"
"Subhash","Baek","11/3/1989"
"Ferdinand","Theuretzbacher","9/20/1989"
"TRUE","Gecseg","3/10/1989"
"Arvin","Zeleznik","4/26/1989"
"Luisa","Giveon","2/22/1989"
"Debaprosad","Pintelas","9/5/1989"
"Peternela","Saoudi","7/28/1989"
"Boaz","Tramer","12/1/1989"
"Lorien","Picaronny","4/23/1989"
"Zhiwei","Uehara","8/31/1989"
"Martijn","Henders","7/6/1989"
"Domenico","Peron","12/19/1989"
"Jaewoo","Plump","9/22/1989"
"Vasiliy","Sluis","3/21/1989"
"Leen","Hasham","3/15/1989"
"Shem","Stafford","10/26/1989"
"Shrikanth","Kushner","1/25/1989"
"Maren","Spataro","12/30/1989"
"Georgy","Legleitner","10/19/1989"
"Mads","Homond","4/1/1989"
"Susuma","Baranowski","5/15/1989"
"Giap","Zockler","6/21/1989"
"Aamod","Veccia","3/28/1989"
"Samphel","Yavatkar","3/11/1989"
"Luigi","Sabnani","8/17/1989"
"Anestis","Seghrouchni","12/31/1989"
"Gad","Muhling","7/24/1989"
"Jolita","Swen","7/20/1989"
"Toshimori","Copas","7/4/1989"
"Aleksander","Antonakopoulos","11/5/1989"
"Claude","Barriga","5/19/1989"
"Stamatina","Monarch","10/15/1989"
"Mooi","Kamble","7/6/1989"
"Godehard","Ishibashi","5/16/1989"
"Boguslaw","Picht","6/15/1989"
"Menkae","Stasinski","1/12/1989"
"Arvind","Cannane","1/4/1989"
"Zijian","Shokrollahi","4/6/1989"
"Nevio","Lindqvist","5/29/1989"
"Khoa","Bamford","12/27/1989"
"Herbert","Takanami","12/19/1989"
"Dulce","Eugenio","11/2/1989"
"Zhigen","Brobst","6/23/1989"
"Masoud","Schoegge","12/23/1989"
"Jinya","Schapire","10/17/1989"
"Sven","Merro","8/23/1989"
"Giri","Ranai","8/3/1989"
"Susumu","Crooks","3/8/1989"
"Gererd","Kriebel","6/17/1989"
"Hyuckchul","Ulupinar","11/16/1989"
"Subhash","Ventosa","10/22/1989"
"Larisa","Stavenow","7/25/1989"
"Abdulla","Tibblin","2/4/1989"
"Branimir","Falck","5/26/1989"
"Shigeu","Vidal","11/28/1989"
"Niteen","Oberman","4/11/1989"
"Tadahiro","Gadepally","8/17/1989"
"Gill","Tchuente","11/17/1989"
"Fuqing","Escriba","9/28/1989"
"Constantino","Thebaut","6/10/1989"
"Weicheng","McClurg","3/11/1989"
"Hyuckchul","Schrooten","8/22/1989"
"Mamdouh","Junot","8/19/1989"
"Fumiya","Ranta","4/26/1989"
"DeForest","Pollock","12/27/1989"
"Takahito","Welham","1/16/1989"
"Falguni","Zultner","8/25/1989"
"Oscar","Fadgyas","9/6/1989"
"Mark","Papadias","9/22/1989"
"Nikolaus","Ozery","8/12/1989"
"Hironobu","Baba","3/21/1989"
"Kazuyasu","Hooghiemstra","3/30/1989"
"Satoru","Peroz","11/1/1989"
"LiMin","Schmiedel","7/7/1989"
"Doohun","Randt","9/26/1989"
"Atilio","Stavenow","10/16/1989"
"Hatem","Nitsche","6/18/1989"
"Mitchel","Condotta","7/1/1989"
"Edwin","Wroclawski","11/19/1989"
"Demos","Merlo","4/30/1989"
"Tadahiko","Pettey","7/18/1989"
"Muneo","Lores","11/11/1989"
"Kazuhira","Bazzichi","8/7/1989"
"Yuriy","Kaiserswerth","9/5/1989"
"Taisook","Chachaty","6/9/1989"
"Uma","Bisiani","12/16/1989"
"Hilary","Hasenauer","1/17/1989"
"Khaled","Stavenow","1/6/1989"
"Conal","Champarnaud","8/21/1989"
"Pascal","Marzano","7/28/1989"
"Gro","Massonet","7/1/1989"
"Mariangiola","Lovengreen","8/11/1989"
"Geoff","Vingron","5/12/1989"
"Takanari","Barriga","1/12/1989"
"Jasminko","Danner","4/10/1989"
"Piyush","Matzat","10/28/1989"
"Gift","Marshall","9/27/1989"
"Franziska","Rattan","6/30/1989"
"Bangqing","Kieras","4/12/1989"
"Xuejun","Mersereau","10/11/1989"
"Sachar","Kohling","6/30/1989"
"Tru","DiGiano","8/28/1989"
"Sanjai","Denis","10/21/1989"
"Moto","Pollacia","1/2/1989"
"Mariusz","Luit","8/18/1989"
"Chenye","Marrakchi","3/16/1989"
"Morrie","Servi","2/20/1989"
"Berna","Cangellaris","7/30/1989"
"Eric","Rajaraman","9/22/1989"
"Duri","Gien","2/21/1989"
"Bogdan","Magliocco","2/7/1989"
"Hidefumi","Tomescu","5/23/1989"
"Moti","Benzaken","2/22/1989"
"Frederique","Zykh","3/6/1989"
"Kwangjo","Madeira","6/13/1989"
"Shuky","Yoshizawa","11/25/1989"
"Yoshinari","Sinicrope","12/15/1989"
"Zongyan","Kumaresan","10/26/1989"
"Guadalupe","Plessier","7/5/1989"
"Duro","Georg","9/21/1989"
"Foong","Melter","6/17/1989"
"Barry","Heusch","11/1/1989"
"Stein","Esteva","9/19/1989"
"Barton","Yurek","1/21/1989"
"Masaru","Collavizza","10/6/1989"
"Theron","Anick","3/13/1989"
"Adhemar","Lemarechal","8/26/1989"
"Howell","Buchter","2/9/1989"
"Christophe","Stanfel","2/8/1989"
"Giri","Streit","9/22/1989"
"Sampalli","Hartvigsen","6/17/1989"
"Kristof","Itschner","6/24/1989"
"Wojceich","Gelosh","9/11/1989"
"Sashi","Gerlach","10/7/1989"
"Jacopo","Matteis","3/27/1989"
"Junichi","Baja","7/31/1989"
"Yurii","Baezner","1/19/1989"
"Vesna","Barbanera","10/21/1989"
"Weiwu","Schmittgen","11/27/1989"
"Mara","Schaft","5/1/1989"
"Shahab","Waeselynck","1/4/1989"
"Takanari","Stanfel","2/14/1989"
"Kazuhito","Alameldin","10/11/1989"
"Toshimi","Azulay","3/24/1989"
"Lunjin","Ertl","6/8/1989"
"Mang","Peha","11/28/1989"
"Nathan","Narlikar","3/5/1989"
"Sorina","Parascandalo","3/18/1989"
"Eckart","Ponthieu","10/23/1989"
"Remko","Murrill","6/16/1989"
"Lein","Karnin","12/15/1989"
"Pranav","Perry","2/5/1989"
"Przemyslawa","Berztiss","5/8/1989"
"Filipp","Carrere","1/9/1989"
"Salvador","Matzen","4/10/1989"
"Zhenhua","Gerlach","5/16/1989"
"Krister","Cyre","9/11/1989"
"Honglan","Mullainathan","5/23/1989"
"Krassimir","Bierman","10/4/1989"
"Shigeaki","Foote","1/21/1989"
"Subhada","Peres","10/9/1989"
"Cedric","Zumaque","1/5/1989"
"Zhenhua","Spieker","7/11/1989"
"Sachar","Krogh","9/3/1989"
"Toney","Pell","2/25/1989"
"Arnd","Zhang","12/25/1989"
"Navid","Bakhtari","8/16/1989"
"Stepehn","Foong","4/6/1989"
"Ymte","Beutelspacher","5/21/1989"
"Vincent","Bennis","6/22/1989"
"Peer","Mateescu","4/9/1989"
"Shuichi","Viele","6/25/1989"
"Pramod","Warwick","8/29/1989"
"Jaewoo","Itzfeldt","7/26/1989"
"Anneke","Morrey","6/16/1989"
"Ortrud","Tsukune","10/8/1989"
"Tristan","Gecsel","2/21/1989"
"Haldun","Oppitz","7/22/1989"
"Masaru","Barriga","6/27/1989"
"Ferdinand","Staylopatis","1/23/1989"
"Sadegh","Hebert","12/6/1989"
"Kwun","Vural","2/14/1989"
"Khun","Angelopoulos","10/25/1989"
"Tesuro","VanScheik","7/16/1989"
"Munenori","Peral","3/24/1989"
"Kwangjo","Meriste","5/31/1989"
"Ramya","Moffat","7/9/1989"
"Kaijung","Bale","12/31/1989"
"Neven","Zongker","11/8/1989"
"Mari","Petersohn","4/10/1989"
"Mountaz","Clouatre","7/10/1989"
"Oguz","Schueller","12/8/1989"
"Jaana","Ozeki","8/31/1989"
"Elzbieta","Hooghiemstra","3/17/1989"
"Mart","Mattern","6/8/1989"
"Ingmar","Undy","4/25/1989"
"Zhiguo","Mungall","9/15/1989"
"Leszek","Aseltine","3/26/1989"
"Lein","Fujisawa","8/29/1989"
"Shih","Hasham","9/29/1989"
"Miquel","Reistad","6/4/1989"
"Holgard","Erde","8/8/1989"
"Kerhong","Thiran","11/11/1989"
"Sachio","Andreotta","10/16/1989"
"Rosella","Denna","3/18/1989"
"Aleksandar","Kruskal","10/1/1989"
"Masaru","Vuskovic","10/30/1989"
"Patricio","Codenie","11/9/1989"
"Beshir","Kermarrec","6/11/1989"
"Ramzi","Apsitis","10/31/1989"
"Takahito","Heydon","7/28/1989"
"Abdelkader","Conti","1/2/1989"
"Shahar","Gluchowski","11/28/1989"
"Cullen","Birnbaum","10/20/1989"
"Sadun","Claffy","5/30/1989"
"Van","Zongker","4/28/1989"
"Gretta","Juneja","3/17/1989"
"Susumu","Wossner","4/9/1989"
"Ranan","Grandbois","6/23/1989"
"Oksana","Attimonelli","10/7/1989"
"Isamu","Templeman","3/21/1989"
"Ioana","Oaver","11/23/1989"
"Tzu","Ferretti","3/3/1989"
"Hitomi","Bratsberg","1/1/1989"
"Chandrasekaran","Lunn","7/8/1989"
"Niteen","Sidhu","5/13/1989"
"Abdelghani","Luca","4/21/1989"
"Olivera","Beidas","4/27/1989"
"Leucio","Auyong","6/13/1989"
"Seongbin","Range","7/3/1989"
"Ortrud","Srimani","5/2/1989"
"Ramzi","Navazio","10/17/1989"
"Stamatina","Lampe","11/12/1989"
"Vugranam","Rosay","7/24/1989"
"Florian","Glinert","11/16/1989"
"Mang","Potthoff","12/15/1989"
"Masami","Wroclawski","4/1/1989"
"Susanne","Compeau","12/24/1989"
"Perla","Talmor","6/16/1989"
"Masoud","Guting","5/18/1989"
"Xudong","Middleton","2/7/1989"
"Pranas","Matheson","12/29/1989"
"Shuji","Curless","4/25/1989"
"Debaprosad","Linnainmaa","9/16/1989"
"Hongzue","Makrucki","11/8/1989"
"Ishfaq","Kalefeld","2/11/1989"
"Qingxiang","Cooley","7/4/1989"
"Unal","Binkley","1/6/1989"
"Becky","Remmele","10/23/1989"
"Lidong","Vigier","1/14/1989"
"Tadanori","Koblick","5/4/1989"
"Sumali","Erdmenger","12/23/1989"
"Remmert","Ravishankar","11/15/1989"
"Fun","Mawatari","2/22/1989"
"Yishai","Merli","3/16/1989"
"Houman","Salverda","6/5/1989"
"Toshimo","Baba","5/6/1989"
"Divier","Piancastelli","2/10/1989"
"Padma","Cooke","6/16/1989"
"Toshiko","Muchinsky","2/1/1989"
"Erzsebet","Coney","12/17/1989"
"Arvin","Vilarrasa","8/10/1989"
"Leandro","Hutton","12/21/1989"
"Debatosh","Deverell","1/5/1989"
"Vasiliy","Ellozy","3/29/1989"
"Mircea","Mamelak","8/23/1989"
"Geoff","Gimbel","7/29/1989"
"Bartek","Rusterholz","6/18/1989"
"Valery","Basart","6/6/1989"
"Gennady","Cherinka","5/12/1989"
"Leon","Zucker","1/22/1989"
"Shaleah","Holburn","6/30/1989"
"Neelam","Schwabacher","7/9/1989"
"Mitsuyuki","Pintelas","3/14/1989"
"Leah","Bahr","11/23/1989"
"Peternela","Trogemann","6/24/1989"
"Jessie","Carrere","7/11/1989"
"Heping","Radhakrishnan","12/1/1989"
"Jahangir","Wissmann","10/8/1989"
"Naftaly","Tsunoo","11/28/1989"
"Luise","Schaft","3/1/1989"
"Guangming","Terkki","2/10/1989"
"Shaw","Deyuan","7/29/1989"
"Hidde","McAffer","12/2/1989"
"Dietrich","Syang","6/11/1989"
"Claude","Schusler","1/9/1989"
"Isaac","Docker","11/26/1989"
"Nirmal","Luiz","9/13/1989"
"Maren","Granlund","9/25/1989"
"Peternela","Nyanchama","11/1/1989"
"Fay","Antonakopoulos","12/15/1989"
"Huican","Remmers","10/21/1989"
"Aria","Schusler","10/30/1989"
"Khatoun","Perz","12/22/1989"
"Zhenbing","Haldar","8/15/1989"
"Bernardo","Szilard","1/25/1989"
"Srinidhi","Businaro","7/12/1989"
"Lihong","Rothenberg","2/12/1989"
"Weidon","Picaronny","3/8/1989"
"Hongzhu","Gronowski","2/4/1989"
"Masako","Syrzycki","7/26/1989"
"Harjit","Raoux","3/25/1989"
"Vincent","Cesareni","9/14/1989"
"Khalil","Belinskaya","8/27/1989"
"Hailing","Bolotov","1/21/1989"
"Tesuro","Cannata","7/23/1989"
"Sungwon","Setiz","2/25/1989"
"Surveyors","Chinin","6/7/1989"
"LiMin","Bael","11/27/1989"
"Rildo","Scallan","3/17/1989"
"Jeong","Klerer","10/23/1989"
"Ashish","Erez","3/19/1989"
"Taisook","Melski","5/8/1989"
"Wojceich","Pero","9/15/1989"
"Nitsan","Bratsberg","3/9/1989"
"Jaana","Sherertz","1/9/1989"
"Alagu","Suppi","2/14/1989"
"Yongqiao","Lichtner","10/16/1989"
"Jouko","Oxenboll","9/3/1989"
"Lalit","Munro","3/25/1989"
"Arlette","Basagni","10/11/1989"
"Parto","Stranks","3/8/1989"
"Naftaly","Cangellaris","2/4/1989"
"Gio","Oskamp","3/28/1989"
"Stein","Bouloucos","1/20/1989"
"Chuanti","Luff","3/2/1989"
"Duke","Bharadwaj","9/3/1989"
"Sadok","Veldwijk","5/16/1989"
"Taiji","Morris","1/29/1989"
"Evgueni","Suri","3/26/1989"
"Hitofumi","Denti","10/16/1989"
"Adam","Gecsei","10/7/1989"
"Xiong","Butner","3/22/1989"
"Jeanna","Sury","1/27/1989"
"Tran","Paludetto","11/6/1989"
"Ronghao","Stemann","5/8/1989"
"Shooichi","Zschoche","1/26/1989"
"Hein","Borstler","4/18/1989"
"Randi","Melski","6/4/1989"
"Saeko","Clemencon","7/6/1989"
"Takahira","Luca","4/25/1989"
"Chikara","Verhoeff","4/3/1989"
"Chuanti","Baez","4/14/1989"
"Moni","Bhattacharjee","9/17/1989"
"Huiqun","Lunt","3/31/1989"
"Chenxi","Kabayashi","2/4/1989"
"Poornachandra","Sinitsyn","12/29/1989"
"Martijn","Larfeldt","9/29/1989"
"Xiping","Rodham","10/8/1989"
"Kristin","Kushnir","12/23/1989"
"Herbert","Takanami","9/8/1989"
"Fayez","Ratnakar","5/23/1989"
"George","Conia","7/1/1989"
"Anneli","Verspoor","10/9/1989"
"Rutger","Fontet","10/13/1989"
"Tesuro","Koyama","1/25/1989"
"Tesuya","Gulak","11/26/1989"
"Sumant","Litzler","2/24/1989"
"Saniya","Naudin","1/16/1989"
"Wojceich","Showalter","12/28/1989"
"Parto","Karlin","1/4/1989"
"Teunis","Uchoa","12/22/1989"
"Hugo","Baek","12/24/1989"
"Sajjad","Khasidashvili","8/23/1989"
"Arunas","Atrawala","12/29/1989"
"Mohammed","Clemencon","11/23/1989"
"Toshimitsu","Perez","2/14/1989"
"Jiong","Ernst","9/3/1989"
"Neven","Dratva","2/9/1989"
"Emran","Falby","12/19/1989"
"Kaijung","Vidal","8/12/1989"
"Mario","Wroclawski","7/17/1989"
"Mahendra","Akazan","7/13/1989"
"Froduald","Dusink","8/17/1989"
"Paris","Panangaden","12/22/1989"
"Guttorm","Kavraki","3/28/1989"
"Mokhtar","Szilard","1/14/1989"
"Sajjan","Perng","11/3/1989"
"Lene","Bennet","3/30/1989"
"Sigeru","Syang","12/2/1989"
"Adit","Neimat","7/28/1989"
"Atreyi","Casperson","3/26/1989"
"Valeska","Peck","3/10/1989"
"Georgi","Chiola","12/23/1989"
"Hatem","Strehl","11/17/1989"
"Rimli","Syrzycki","12/4/1989"
"Mark","Neimat","6/24/1989"
"Selwyn","Janetzko","3/5/1989"
"Mohamadou","Hempstead","7/16/1989"
"Yuping","Mitina","11/17/1989"
"Nimmagadda","Gyimothy","1/23/1989"
"Kokou","Kaiserswerth","7/7/1989"
"Xiaoqiang","Constantine","8/14/1989"
"Mohan","Gips","6/15/1989"
"Sailaja","Marakhovsky","12/8/1989"
"Toshimi","Perfilyeva","11/30/1989"
"Jiakeng","Winter","4/26/1989"
"Gopalakrishnan","Varker","5/26/1989"
"Moto","Hiyoshi","1/4/1989"
"Christoper","Cunliffe","1/6/1989"
"Radoslaw","Bashian","4/10/1989"
"Caolyn","Rindone","6/15/1989"
"Gor","Zirintsis","7/2/1989"
"Mona","Rajaraman","4/5/1989"
"Adamantios","Desikan","8/17/1989"
"Hairong","Conti","7/10/1989"
"Guoxiang","Rohrbach","8/30/1989"
"Teiji","Maliniak","4/4/1989"
"Younwoo","Miculan","6/18/1989"
"Pantung","Akiyama","2/10/1989"
"Lech","Suwa","5/26/1989"
"Marko","Rijckaert","8/24/1989"
"Domenick","Hofting","7/9/1989"
"Krisda","Roccetti","3/11/1989"
"Branimir","Kornyak","10/2/1989"
"Palash","Dahlbom","4/4/1989"
"Sugwoo","Milicic","5/30/1989"
"Lijie","Piazza","9/19/1989"
"Branimir","Veevers","9/23/1989"
"Sarita","Talmon","12/16/1989"
"Shaw","Veccia","6/4/1989"
"Nathan","Seuren","8/26/1989"
"Weidon","Kopetz","10/23/1989"
"Neven","Luck","4/3/1989"
"Arunachalam","Majewski","4/17/1989"
"Adel","Masada","9/5/1989"
"Oscar","Einsfeld","3/21/1989"
"Jiang","Hedayat","9/22/1989"
"Isamu","Ossenbruggen","8/28/1989"
"Hideyuki","Katalagarianos","9/7/1989"
"Filipe","Dulin","11/14/1989"
"Youngkon","Gonthier","9/28/1989"
"Leucio","Pesch","4/23/1989"
"Shakhar","Moehrke","6/9/1989"
"Bernt","Maksimenko","8/15/1989"
"Marlo","Bugaenko","10/19/1989"
"Fumitaka","Chorvat","5/22/1989"
"Ferdinand","Ginesta","10/20/1989"
"Junsik","Muntz","12/14/1989"
"Chandrasekaran","Jumpertz","6/10/1989"
"Siamak","Boudaillier","4/13/1989"
"Hirochika","Sidhu","11/7/1989"
"Shai","Narahari","6/9/1989"
"Franziska","Deville","2/28/1989"
"Berthier","Pileggi","7/29/1989"
"Toong","Zeilberger","1/10/1989"
"Xiaocheng","Trogemann","1/30/1989"
"Kazuhiro","Itzfeldt","7/9/1989"
"Kazuhiko","Adachi","1/2/1989"
"Aleksander","Dolinsky","3/6/1989"
"Basil","Velasco","10/26/1989"
"Sachem","Rindone","11/1/1989"
"Golgen","Miyakawa","8/30/1989"
"Youjian","Brendel","12/18/1989"
"Xiaoheng","Kawashimo","7/21/1989"
"Przemyslawa","Hatcliff","7/27/1989"
"Sigeru","Vasanthakumar","5/8/1989"
"Danny","Tagansky","6/9/1989"
"Turgut","Ozery","5/24/1989"
"Jeanna","Ambroszkiewicz","10/20/1989"
"Branimir","Miculan","2/16/1989"
"Arve","Varker","1/7/1989"
"Suvo","Grandbois","4/26/1989"
"Martina","Kamber","12/4/1989"
"Sanjit","Nyrup","2/12/1989"
"Deniz","Baik","12/14/1989"
"Khaled","Gulla","3/12/1989"
"Takahito","Bernatsky","1/23/1989"
"Alenka","Bael","12/14/1989"
"Bouchung","Bauknecht","12/25/1989"
"Shao","Blokdijk","5/7/1989"
"Jaewoo","Conte","2/7/1989"
"Chaosheng","Sooriamurthi","8/16/1989"
"Jianhua","Rettelbach","1/6/1989"
"TRUE","Lampe","2/19/1989"
"Mary","Zeidenstein","11/2/1989"
"Masasuke","Monarch","5/13/1989"
"Sadok","Staelin","12/6/1989"
"Boriana","Kabayashi","6/16/1989"
"Subhash","Peek","2/19/1989"
"Jamaludin","Busillo","11/17/1989"
"Fox","Slutz","5/24/1989"
"Tsuneo","Acton","9/18/1989"
"Zhonghui","Lyonns","3/9/1989"
"Parviz","Lanphier","8/4/1989"
"Kshitij","Piancastelli","2/28/1989"
"Isamu","Hennings","2/12/1989"
"Jinpo","Orsini","4/21/1989"
"Remzi","Nittel","3/30/1989"
"Vidya","Bratsberg","3/12/1989"
"Ipke","Jayawardene","3/22/1989"
"Shugo","Ponthieu","7/2/1989"
"Jeane","Cools","7/11/1989"
"Fei","Onuegbe","8/17/1989"
"Jongsuk","Schwartzburd","1/5/1989"
"Poorav","Carrere","5/30/1989"
"Dannz","Syang","6/1/1989"
"Teruyuki","Porenta","2/17/1989"
"Shahaf","Sudbeck","10/17/1989"
"Adas","Begiun","12/17/1989"
"Vishwani","Fraisse","1/21/1989"
"Renny","Lienhardt","12/21/1989"
"Hairong","Pocchiola","8/25/1989"
"Yoshinari","Jarecki","1/16/1989"
"Arve","Bain","11/8/1989"
"Gaetan","Ramsak","4/8/1989"
"Piyawadee","Apsitis","1/13/1989"
"Christophe","Birta","2/8/1989"
"Samphel","Masamoto","8/14/1989"
"Heather","VanScheik","5/19/1989"
"Ugo","Pardalos","1/12/1989"
"Katsuo","Ranai","10/24/1989"
"Kinh","Luiz","12/10/1989"
"Panayotis","Polupanov","12/23/1989"
"Divine","Pettey","4/17/1989"
"Munehiro","Schlumberger","4/26/1989"
"Dietrich","Rullman","2/9/1989"
"Fabrizio","Soloway","2/16/1989"
"Aamod","Thebaut","7/17/1989"
"Kiyomitsu","Shiratori","2/27/1989"
"Augustine","Hanratty","10/10/1989"
"Seongbae","Jumpertz","12/18/1989"
"Mayuri","Piancastelli","10/18/1989"
"Shaowen","Lipner","1/30/1989"
"Bodo","Zhiwei","9/11/1989"
"Hidefumi","Lubachevsky","12/19/1989"
"Make","Bodoff","10/30/1989"
"Haldun","Peac","12/3/1989"
"Horward","Cardazo","4/23/1989"
"Anneke","Mellouli","8/30/1989"
"Rildo","Prenel","7/16/1989"
"Ingmar","Wynblatt","3/3/1989"
"Claude","Kamber","12/2/1989"
"Flemming","Rissland","8/3/1989"
"Jayesh","Wolniewicz","1/1/1989"
"Xiadong","Pouyioutas","11/12/1989"
"Adil","Matteis","1/17/1989"
"Make","Wegerle","1/1/1989"
"Gully","Tetzlaff","12/21/1989"
"Xiaobin","Waterhouse","6/22/1989"
"Mori","Alpin","11/12/1989"
"Fayez","Keohane","1/11/1989"
"Yongmin","Majewski","3/12/1989"
"Shahid","Suermann","10/29/1989"
"Cheong","Figueira","12/21/1989"
"Nectarios","Pramanik","10/12/1989"
"Abdelaziz","Pietrzykowski","8/21/1989"
"Elvis","Samarati","1/30/1989"
"Abdelghani","Vural","11/4/1989"
"Cordelia","Macedo","4/16/1989"
"Christoph","Keustermans","8/13/1989"
"Tristan","Trumbly","6/20/1989"
"Xumin","Zallocco","10/3/1989"
"Atreyi","Billawala","9/16/1989"
"Maia","Rassart","9/14/1989"
"Sarita","Takanami","8/9/1989"
"Eran","Lieberherr","3/14/1989"
"Mabry","Majewski","11/6/1989"
"Zeydy","Merlo","5/26/1989"
"Mingdong","Mawatari","7/31/1989"
"Taiji","Schlumberger","4/1/1989"
"Taizo","Ferretti","2/24/1989"
"Rajmohan","Stamatiou","4/29/1989"
"Arno","Speek","7/4/1989"
"Younwoo","Bondorf","8/13/1989"
"Uli","Ashish","11/25/1989"
"Srinidhi","Thiria","2/9/1989"
"Elvia","Homond","9/10/1989"
"Lubomir","Schaaf","2/2/1989"
"Jaideep","Senzako","1/23/1989"
"Hyuncheol","Fritzsche","7/9/1989"
"Vugranam","Krupka","7/30/1989"
"Jeane","Kirkerud","2/11/1989"
"Kristina","Ligten","12/12/1989"
"Rosalie","Cools","1/22/1989"
"Wuxu","Picci","9/12/1989"
"Shigehito","Beidas","7/7/1989"
"Atreyi","Hartvigsen","7/27/1989"
"Kendra","Ladret","11/1/1989"
"Masami","Cappelli","7/11/1989"
"Gennady","Heping","5/15/1989"
"Soenke","Guenter","5/10/1989"
"Weiye","Schusler","1/10/1989"
"Utpal","Gecsel","10/9/1989"
"Leucio","Impagliazzo","6/14/1989"
"JoAnne","Kalloufi","12/27/1989"
"Toshimori","Suri","6/12/1989"
"Barun","Klyachko","12/10/1989"
"Keung","Salverda","3/8/1989"
"Arfst","Ranft","3/13/1989"
"Takahiro","Denny","7/24/1989"
"Van","Unno","12/28/1989"
"Martial","Prenel","1/16/1989"
"Augustine","Itzigehl","5/11/1989"
"Sergi","Czaja","1/25/1989"
"Kwee","Boreale","8/30/1989"
"Miomir","Salvesen","11/3/1989"
"Danai","Porenta","12/4/1989"
"Arne","Crelier","2/11/1989"
"Tze","Atrawala","9/13/1989"
"Navin","Gils","10/1/1989"
"Masaki","Chvatal","4/27/1989"
"Shahab","Hofstetter","12/1/1989"
"Vitaly","Hiltgen","3/24/1989"
"Frederique","Glowinski","6/24/1989"
"Gal","Hartvigsen","3/7/1989"
"Udo","Beeson","6/29/1989"
"Guangming","Lieberherr","7/16/1989"
"Arumugam","Monkewich","9/27/1989"
"Frazer","Klerer","2/8/1989"
"Frederique","Jarecki","3/8/1989"
"Muneo","Zallocco","12/2/1989"
"Barry","Perna","2/14/1989"
"Mahendra","Swick","9/14/1989"
"Kien","Riesenhuber","3/20/1989"
"Toshiko","Olano","12/3/1989"
"Munir","Poehlman","3/8/1989"
"Kristine","Nooteboom","9/21/1989"
"Uli","Vesna","10/17/1989"
"Berna","Zlotek","3/22/1989"
"Minghong","Peir","7/23/1989"
"Kannan","Gerteisen","1/10/1989"
"Frazer","Mellouli","7/26/1989"
"Qingxiang","Miyakawa","7/29/1989"
"Otmar","Bamford","10/24/1989"
"Koldo","Rodite","12/12/1989"
"Ung","Parhami","4/7/1989"
"JoAnna","Maraist","9/28/1989"
"Yurii","Wendorf","7/6/1989"
"Syozo","Baek","2/28/1989"
"Marek","Wolniewicz","8/22/1989"
"Kazuhiko","Gist","7/1/1989"
"Cordelia","Boissier","8/2/1989"
"Yuqun","Farrel","12/11/1989"
"Heping","Cronan","1/13/1989"
"Kwan","Muhling","8/3/1989"
"Baoqiu","Atchley","2/13/1989"
"Qingxiang","Schrooten","12/5/1989"
"Marek","Heyers","12/13/1989"
"Basil","Ponthieu","7/27/1989"
"Shaleah","Showalter","1/7/1989"
"Kaijung","Setlzner","1/14/1989"
"Kensei","Ballarin","5/10/1989"
"Kenton","Emden","4/21/1989"
"Herb","Maierhofer","2/16/1989"
"Qiwen","Zweizig","3/8/1989"
"Martial","Francisci","3/31/1989"
"Evgueni","Segond","10/28/1989"
"Rosella","Nitta","9/8/1989"
"Qiwen","Ladret","8/7/1989"
"Jianhao","Szemeredi","1/10/1989"
"Gilbert","Isard","1/19/1989"
"Goa","Demir","1/26/1989"
"Tsz","Woycyznski","6/25/1989"
"Kokou","Rothe","3/29/1989"
